Gene ID,Gene Symbol,WT Control,WT Fracture,DTR Control,DTR fracture,LogFC WT Fx vs WT Ctrl,LogFC DTR Fx vs WT FX,LogFC DTR Fx vs DTR Ctrl,LogFC DTR Ctrl vs WT Ctrl,SD WT Control,SD WT Fracture,SD DTR Control,SD DTR Fracture,SEM WT Control,SEM WT Fracture,SEM DTR Control,SEM DTR Fracture
ENSMUSG00000001380.7,Hars,409.8,546.6,480.3333333,302.6666667,0.4156,-0.8528,-0.6663,0.2291,213.0157,39.2148,17.7858,233.0415,95.2635,17.5374,10.2686,134.5466
ENSMUSG00000001383.9,Zmat2,528.4,687,621.6666667,599,0.3787,-0.1978,-0.0536,0.2345,48.5520,107.4384,63.1295,156.2722,21.7131,48.0479,36.4478,90.2238
ENSMUSG00000001403.13,Ube2c,242.6,310.8,48.33333333,96.66666667,0.3574,-1.6849,1.0000,-2.3275,138.5182,81.1585,17.5594,73.6365,61.9472,36.2952,10.1379,42.5140
ENSMUSG00000001415.10,Smg5,370.4,359,441.3333333,407,-0.0451,0.1810,-0.1168,0.2528,81.4144,39.8873,33.8575,190.6594,36.4096,17.8382,19.5477,110.0772
ENSMUSG00000001416.13,Cct3,1418.8,1744,1563.666667,999.3333333,0.2977,-0.8034,-0.6459,0.1403,890.3222,246.3473,67.4487,614.4366,398.1642,110.1699,38.9416,354.7451
ENSMUSG00000001418.13,Glmp,2903.8,3681.2,4172.333333,2973,0.3422,-0.3083,-0.4889,0.5229,1626.8859,521.5062,538.3394,1713.9344,727.5655,233.2247,310.8104,989.5405
ENSMUSG00000001419.17,Mef2d,578,588,499.6666667,436.6666667,0.0247,-0.4293,-0.1944,-0.2101,304.4709,96.5738,165.5727,304.6331,136.1635,43.1891,95.5935,175.8800
ENSMUSG00000001424.14,Snd1,491,507.8,538.3333333,368.6666667,0.0485,-0.4619,-0.5462,0.1328,319.8007,244.1612,128.9742,248.5585,143.0192,109.1922,74.4633,143.5053
ENSMUSG00000001436.15,Slc19a1,389.8,388.4,439.3333333,174.3333333,-0.0052,-1.1557,-1.3335,0.1726,267.8679,139.8403,174.1159,148.3251,119.7942,62.5385,100.5258,85.6355
ENSMUSG00000001440.5,Kpnb1,464.6,477,387.3333333,351.6666667,0.0380,-0.4398,-0.1394,-0.2624,186.6154,94.6520,90.7818,242.0771,83.4569,42.3297,52.4129,139.7633
ENSMUSG00000001441.13,Npepps,173.2,164.2,165.6666667,129.3333333,-0.0770,-0.3444,-0.3572,-0.0642,68.2070,33.2069,61.0683,84.0972,30.5031,14.8506,35.2578,48.5535
ENSMUSG00000001445.10,Mrpl10,453,513.4,519,299,0.1806,-0.7799,-0.7956,0.1962,262.7309,69.0674,33.0454,198.1994,117.4968,30.8879,19.0788,114.4305
ENSMUSG00000001467.5,Cyp51,213,295.6,290.3333333,223.6666667,0.4728,-0.4023,-0.3764,0.4469,164.4080,70.9105,46.1122,160.7057,73.5255,31.7121,26.6229,92.7835
ENSMUSG00000001472.17,Tcf25,2181.2,1887.6,2330.666667,2706.333333,-0.2086,0.5198,0.2156,0.0956,550.8109,264.2486,475.8039,626.9843,246.3301,118.1755,274.7055,361.9896
ENSMUSG00000001473.7,Tubb6,206.6,248.2,355,245.6666667,0.2647,-0.0148,-0.5311,0.7810,85.7164,38.1995,143.0420,154.7137,38.3335,17.0833,82.5853,89.3240
ENSMUSG00000001482.15,Def8,121.2,138.2,105.3333333,116.6666667,0.1894,-0.2444,0.1474,-0.2024,117.6996,44.4713,53.6128,87.6432,52.6369,19.8882,30.9534,50.6008
ENSMUSG00000001517.14,Foxm1,70.8,78.6,31,23.66666667,0.1508,-1.7317,-0.3894,-1.1915,23.0586,33.4485,20.6640,34.9619,10.3121,14.9586,11.9304,20.1853
ENSMUSG00000001518.12,Itfg2,100,111.2,129.6666667,71.33333333,0.1532,-0.6405,-0.8622,0.3748,31.8512,20.1047,42.3360,46.4794,14.2443,8.9911,24.4427,26.8349
ENSMUSG00000001520.12,Nrip2,18.6,17.4,29,18.66666667,-0.0962,0.1014,-0.6356,0.6408,19.2042,14.8257,12.5300,15.5027,8.5884,6.6302,7.2342,8.9505
ENSMUSG00000001521.12,Tulp3,75.4,56.2,77,37,-0.4240,-0.6030,-1.0573,0.0303,19.5780,15.6908,16.5227,8.1854,8.7556,7.0171,9.5394,4.7258
ENSMUSG00000001524.14,Gtf2h4,218.2,269.4,315.3333333,186.3333333,0.3041,-0.5319,-0.7590,0.5312,129.8661,66.1612,108.0293,93.7248,58.0779,29.5882,62.3708,54.1120
ENSMUSG00000001525.10,Tubb5,4600.8,5827.6,4288,2994.333333,0.3410,-0.9607,-0.5181,-0.1016,2121.9487,1025.3269,373.4863,1631.3413,948.9643,458.5401,215.6324,941.8553
ENSMUSG00000001542.7,Ell2,32,43.4,85,71,0.4396,0.7101,-0.2596,1.4094,19.5832,11.2827,40.1123,40.5956,8.7579,5.0458,23.1589,23.4379
ENSMUSG00000001552.14,Jup,232.2,229,144,107,-0.0200,-1.0977,-0.4285,-0.6893,124.9868,57.6194,54.6168,115.5725,55.8958,25.7682,31.5331,66.7258
ENSMUSG00000001569.10,Nom1,220.4,250.6,245.6666667,273,0.1853,0.1235,0.1522,0.1566,46.0359,57.6524,49.3592,79.0759,20.5879,25.7829,28.4976,45.6545
ENSMUSG00000001576.15,Ergic1,502.6,639.4,633.3333333,320.6666667,0.3473,-0.9956,-0.9819,0.3336,292.8512,148.3115,99.0269,156.0972,130.9670,66.3269,57.1732,90.1228
ENSMUSG00000001627.12,Ifrd1,502.2,596.6,527.6666667,374.6666667,0.2485,-0.6712,-0.4940,0.0714,259.8494,66.9052,144.0359,159.4062,116.2082,29.9209,83.1592,92.0332
ENSMUSG00000001630.13,Stk38l,87.4,79.8,60,38,-0.1312,-1.0704,-0.6590,-0.5427,42.8054,24.3146,27.5136,12.7671,19.1431,10.8738,15.8850,7.3711
ENSMUSG00000001632.16,Brpf1,378.2,404,375,341.6666667,0.0952,-0.2418,-0.1343,-0.0123,241.2959,87.7411,106.4378,213.3010,107.9108,39.2390,61.4519,123.1494
ENSMUSG00000001642.18,Akr1b3,1508.2,1917.4,1974.666667,1489.333333,0.3463,-0.3645,-0.4069,0.3888,585.4807,204.1000,291.7642,924.5714,261.8349,91.2763,168.4501,533.8016
ENSMUSG00000001665.11,Gstt3,59.6,74,26.66666667,20,0.3122,-1.8875,-0.4150,-1.1603,31.7774,14.8492,21.7792,16.5227,14.2113,6.6408,12.5742,9.5394
ENSMUSG00000001666.8,Ddt,237.4,276.6,251.3333333,272,0.2205,-0.0242,0.1140,0.0823,79.2956,81.8065,59.5343,173.7613,35.4621,36.5850,34.3721,100.3212
ENSMUSG00000001674.11,Ddx18,695.6,560.4,567.6666667,1020.666667,-0.3118,0.8650,0.8464,-0.2932,446.4105,90.6245,43.5469,895.4576,199.6408,40.5285,25.1418,516.9927
ENSMUSG00000001687.15,Ubl3,1262.4,1626.8,1432,1062.333333,0.3659,-0.6148,-0.4308,0.1819,641.5550,207.9368,221.9617,287.1347,286.9121,92.9922,128.1497,165.7773
ENSMUSG00000001700.10,Gramd3,26.8,36.6,40.66666667,29,0.4496,-0.3358,-0.4878,0.6016,23.0152,12.3410,2.8868,32.1870,10.2927,5.5191,1.6667,18.5831
ENSMUSG00000001707.8,Eef1e1,327,477,481.3333333,309.6666667,0.5447,-0.6233,-0.6363,0.5577,122.6132,90.2884,49.3694,143.0186,54.8343,40.3782,28.5034,82.5719
ENSMUSG00000001729.14,Akt1,978.4,1215.2,1074.333333,921.6666667,0.3127,-0.3989,-0.2211,0.1349,599.1601,236.5770,201.7531,919.4370,267.9525,105.8005,116.4822,530.8372
ENSMUSG00000001741.12,Il16,2616.4,3336,2832.333333,1656,0.3505,-1.0104,-0.7743,0.1144,1583.2706,845.2109,673.9869,1166.3109,708.0601,377.9898,389.1265,673.3699
ENSMUSG00000001750.16,Tcirg1,3504.8,3761,4727,3291.333333,0.1018,-0.1924,-0.5223,0.4316,1668.0931,635.9583,1005.9806,1941.8739,745.9939,284.4092,580.8032,1121.1414
ENSMUSG00000001751.9,Naglu,1652.4,2073.4,2422,1749.666667,0.3274,-0.2449,-0.4691,0.5516,1302.8877,712.9553,601.2088,1563.6679,582.6691,318.8433,347.1081,902.7841
ENSMUSG00000001755.12,Coasy,532.4,666.8,530,444.3333333,0.3247,-0.5856,-0.2543,-0.0065,297.5824,116.0116,118.4187,315.9024,133.0829,51.8820,68.3691,182.3863
ENSMUSG00000001761.7,Smo,267,311.2,256.6666667,163,0.2210,-0.9330,-0.6550,-0.0569,135.0074,75.7080,40.9186,141.7745,60.3771,33.8576,23.6244,81.8535
ENSMUSG00000001763.14,Tspan33,411,498,633,340.6666667,0.2770,-0.5478,-0.8938,0.6231,300.0300,74.7496,231.3525,241.0007,134.1775,33.4290,133.5715,139.1418
ENSMUSG00000001767.5,Crnkl1,169.4,181.6,229,161,0.1003,-0.1737,-0.5083,0.4349,62.0024,26.9870,47.8226,34.7707,27.7283,12.0690,27.6104,20.0749
ENSMUSG00000001768.16,Rin2,2037,2703.4,2407.333333,1779.333333,0.4083,-0.6034,-0.4361,0.2410,1179.0303,416.1013,760.6848,1030.4593,527.2784,186.0862,439.1816,594.9359
ENSMUSG00000001774.8,Chordc1,442.2,454.2,474.6666667,358.3333333,0.0386,-0.3420,-0.4056,0.1022,85.5582,51.7755,79.8269,71.8981,38.2628,23.1547,46.0881,41.5104
ENSMUSG00000001783.3,Rtcb,2029.2,2370.8,3131,2605.666667,0.2245,0.1363,-0.2650,0.6257,1297.8441,385.8992,466.7719,1458.1277,580.4135,172.5794,269.4909,841.8504
ENSMUSG00000001785.13,Pwp1,349.2,359.4,403.6666667,266,0.0415,-0.4342,-0.6017,0.2091,223.2705,94.9753,151.0772,160.7389,99.8496,42.4742,87.2245,92.8027
ENSMUSG00000001786.14,Fbxo7,468.8,562.6,533.6666667,429.3333333,0.2631,-0.3900,-0.3138,0.1870,292.1262,144.8803,76.7876,248.6490,130.6428,64.7924,44.3333,143.5576
ENSMUSG00000001794.13,Capns1,428.4,399.4,385.6666667,365.3333333,-0.1011,-0.1286,-0.0781,-0.1516,97.0711,95.7826,40.6981,84.7604,43.4115,42.8353,23.4970,48.9365
ENSMUSG00000001829.17,Clpb,222.2,278,249.6666667,193.6666667,0.3232,-0.5215,-0.3664,0.1681,101.1000,51.7349,70.8120,102.0016,45.2133,23.1366,40.8833,58.8907
ENSMUSG00000001833.17,Septin7,241.4,341,376.3333333,299.3333333,0.4983,-0.1880,-0.3303,0.6406,58.7648,44.5253,126.0013,50.7379,26.2804,19.9123,72.7469,29.2935
ENSMUSG00000001844.10,Zdhhc4,366.4,469.2,517.3333333,363,0.3568,-0.3702,-0.5111,0.4977,145.6444,31.1962,102.8899,183.0328,65.1342,13.9513,59.4035,105.6740
ENSMUSG00000001847.14,Rac1,3529.6,4738.8,4438,3276,0.4250,-0.5326,-0.4380,0.3304,1743.8282,377.5085,737.2076,1554.9537,779.8637,168.8270,425.6270,897.7529
ENSMUSG00000001855.15,Nup214,510.6,688.2,735,589,0.4306,-0.2246,-0.3195,0.5256,141.1588,91.5134,162.5761,217.2119,63.1281,40.9260,93.8634,125.4073
ENSMUSG00000001891.16,Ugp2,193.6,231.8,253,145.3333333,0.2598,-0.6735,-0.7998,0.3861,80.4071,43.0430,134.5808,80.9341,35.9591,19.2494,77.7003,46.7273
ENSMUSG00000001909.16,Trmt1,585.2,561.4,693.6666667,608.3333333,-0.0599,0.1158,-0.1894,0.2453,146.6874,58.9941,84.8901,31.1823,65.6006,26.3829,49.0113,18.0031
ENSMUSG00000001910.5,Nacc1,65.8,68.4,56.33333333,42.33333333,0.0559,-0.6922,-0.4122,-0.2241,34.3249,17.2279,22.8983,38.7599,15.3506,7.7045,13.2204,22.3781
ENSMUSG00000001911.16,Nfix,340.6,263.2,254.6666667,488,-0.3719,0.8907,0.9383,-0.4195,299.5552,78.2157,65.2253,403.1290,133.9651,34.9791,37.6578,232.7466
ENSMUSG00000001918.17,Slc1a5,92,86,204,211.6666667,-0.0973,1.2994,0.0532,1.1489,29.2916,22.9674,61.9919,117.6279,13.0996,10.2713,35.7911,67.9125
ENSMUSG00000001924.15,Uba1,1096.8,1151.2,1060.666667,897,0.0698,-0.3600,-0.2418,-0.0483,710.8289,442.8077,381.1172,697.7242,317.8923,198.0296,220.0381,402.8312
ENSMUSG00000001942.8,Siae,402.6,515.8,455.6666667,368.3333333,0.3575,-0.4858,-0.3070,0.1786,215.0728,115.0117,180.8102,315.8201,96.1835,51.4348,104.3908,182.3388
ENSMUSG00000001962.8,Fam50a,460.8,605.2,711,477,0.3933,-0.3434,-0.5759,0.6257,210.4868,73.1075,96.2860,112.3343,94.1326,32.6946,55.5908,64.8563
ENSMUSG00000001964.14,Emd,353.6,433.4,348.6666667,247,0.2936,-0.8112,-0.4973,-0.0203,134.7119,81.5279,43.1548,146.2464,60.2450,36.4604,24.9154,84.4354
ENSMUSG00000001983.7,Taco1,43.4,58.4,43,70,0.4283,0.2614,0.7030,-0.0134,22.7002,4.7223,12.5300,21.0000,10.1518,2.1119,7.2342,12.1244
ENSMUSG00000001995.9,Sipa1l2,1273,1235.8,1503,1052,-0.0428,-0.2323,-0.5147,0.2396,683.6446,193.0109,431.6816,791.0923,305.7352,86.3171,249.2315,456.7373
ENSMUSG00000001998.15,Ap4e1,69,65.6,68.33333333,101.6666667,-0.0729,0.6321,0.5732,-0.0140,20.0000,22.1427,41.6453,25.8134,8.9443,9.9025,24.0439,14.9034
ENSMUSG00000001999.15,Blvra,406,609.4,479.6666667,429.3333333,0.5859,-0.5053,-0.1599,0.2406,147.5432,141.4260,114.0716,165.7418,65.9833,63.2476,65.8593,95.6911
ENSMUSG00000002007.5,Srpk3,270.4,325.4,224,138.6666667,0.2671,-1.2306,-0.6919,-0.2716,146.7627,74.0459,30.2655,69.2844,65.6343,33.1143,17.4738,40.0014
ENSMUSG00000002010.17,Idh3g,3393.4,4483.2,5050.333333,3222,0.4018,-0.4766,-0.6484,0.5736,1693.9971,400.4256,298.8249,1488.4156,757.5786,179.0758,172.5266,859.3371
ENSMUSG00000002014.12,Ssr4,6607.2,8100.8,8549.333333,8909,0.2940,0.1372,0.0595,0.3718,1560.2084,1840.6387,1956.4924,3546.5238,697.7464,823.1586,1129.5814,2047.5865
ENSMUSG00000002015.5,Bcap31,2886,4181.2,3987.333333,2863,0.5348,-0.5464,-0.4779,0.4664,1176.5241,510.8666,406.9451,1458.6555,526.1576,228.4665,234.9499,842.1552
ENSMUSG00000002017.10,Fam98a,91.6,126,145.6666667,70,0.4600,-0.8480,-1.0572,0.6693,34.4282,43.8463,29.6873,49.0000,15.3968,19.6087,17.1399,28.2902
ENSMUSG00000002028.13,Kmt2a,252,275.4,311,220.3333333,0.1281,-0.3218,-0.4972,0.3035,88.3289,47.1625,92.9731,111.1590,39.5019,21.0917,53.6781,64.1777
ENSMUSG00000002031.13,Ift46,225,257.4,231,152.6666667,0.1941,-0.7536,-0.5975,0.0380,128.9632,39.7970,41.5090,114.3780,57.6741,17.7978,23.9653,66.0362
ENSMUSG00000002043.17,Trappc6a,201,296.6,365,242,0.5613,-0.2935,-0.5929,0.8607,17.1756,90.9769,86.5043,82.3104,7.6811,40.6861,49.9433,47.5219
ENSMUSG00000002052.6,Supt6,173,174.8,247.3333333,172,0.0149,-0.0233,-0.5240,0.5157,56.0491,36.9959,47.8156,37.0270,25.0659,16.5451,27.6064,21.3776
ENSMUSG00000002055.9,Spag5,28.4,38.4,7.333333333,7.333333333,0.4352,-2.3886,0.0000,-1.9533,15.7258,13.6492,1.5275,12.7017,7.0328,6.1041,0.8819,7.3333
ENSMUSG00000002059.18,Rab34,110.2,168.8,84,18.66666667,0.6152,-3.1768,-2.1699,-0.3917,74.1195,28.4289,7.2111,18.5023,33.1472,12.7138,4.1633,10.6823
ENSMUSG00000002064.10,Sdf2,1117,1744.2,1762.666667,1099.333333,0.6429,-0.6659,-0.6811,0.6581,547.7896,161.3295,133.6276,525.1003,244.9790,72.1487,77.1499,303.1668
ENSMUSG00000002068.16,Ccne1,91,116.4,26.66666667,26.66666667,0.3552,-2.1260,0.0000,-1.7708,76.0164,36.6374,9.7125,24.1316,33.9956,16.3847,5.6075,13.9324
ENSMUSG00000002083.13,Bbc3,141.6,155.4,137.6666667,101.6666667,0.1342,-0.6121,-0.4373,-0.0406,74.5406,28.8236,33.5012,52.1568,33.3356,12.8903,19.3420,30.1128
ENSMUSG00000002102.15,Psmc3,1508.2,1903,1565.666667,1155,0.3354,-0.7204,-0.4389,0.0539,620.1086,150.5872,201.8820,469.5817,277.3210,67.3446,116.5566,271.1131
ENSMUSG00000002103.16,Acp2,1852.4,2937.2,2659,2192.666667,0.6650,-0.4218,-0.2782,0.5215,859.2644,736.4412,1480.5239,1458.1579,384.2747,329.3465,854.7809,841.8678
ENSMUSG00000002104.11,Rapsn,114,197.8,188.6666667,160.3333333,0.7950,-0.3030,-0.2348,0.7268,7.0000,72.8334,65.6074,81.2978,3.1305,32.5721,37.8785,46.9373
ENSMUSG00000002105.15,Slc39a13,281.2,390.6,348.6666667,273.3333333,0.4741,-0.5150,-0.3512,0.3103,147.8553,43.3970,95.7723,220.5773,66.1229,19.4077,55.2942,127.3503
ENSMUSG00000002107.18,Celf2,675.2,765.8,856.6666667,472.6666667,0.1817,-0.6961,-0.8579,0.3434,193.5180,110.9175,157.4241,151.1170,86.5439,49.6038,90.8888,87.2474
ENSMUSG00000002109.14,Ddb2,142,153.4,139.6666667,139.3333333,0.1114,-0.1388,-0.0034,-0.0239,90.1249,20.6107,40.7226,101.6923,40.3051,9.2174,23.5112,58.7121
ENSMUSG00000002111.8,Spi1,3389.6,4567.4,4174.333333,3225.666667,0.4303,-0.5018,-0.3719,0.3004,1528.5782,517.7169,237.7106,1336.0780,683.6010,231.5300,137.2423,771.3850
ENSMUSG00000002129.11,Sf3a1,556.8,617.8,602.6666667,467.3333333,0.1500,-0.4027,-0.3669,0.1142,295.5075,169.5426,133.3504,312.3977,132.1550,75.8218,76.9899,180.3629
ENSMUSG00000002147.18,Stat6,1203.8,1391,1239.666667,934.3333333,0.2085,-0.5741,-0.4079,0.0424,713.0040,353.1600,183.0583,837.0044,318.8651,157.9380,105.6887,483.2447
ENSMUSG00000002190.13,Clgn,225.2,275.2,252.6666667,199.6666667,0.2893,-0.4629,-0.3396,0.1660,71.1702,22.5544,72.0370,86.6391,31.8283,10.0866,41.5906,50.0211
ENSMUSG00000002205.16,Vrk3,607,731.8,573,528,0.2698,-0.4709,-0.1180,-0.0832,304.6285,100.1983,109.4897,284.0264,136.2340,44.8100,63.2139,163.9827
ENSMUSG00000002210.11,Smg9,314.6,334.8,332.6666667,327.3333333,0.0898,-0.0325,-0.0233,0.0806,115.0274,56.2779,70.6140,153.2395,51.4418,25.1682,40.7690,88.4728
ENSMUSG00000002221.11,Paxip1,148.2,143.8,100,136.6666667,-0.0435,-0.0734,0.4507,-0.5675,93.9452,41.0573,33.6006,60.1775,42.0136,18.3614,19.3993,34.7435
ENSMUSG00000002222.14,Rmnd5a,112,170,221,116.3333333,0.6020,-0.5473,-0.9258,0.9805,54.5756,61.3718,59.1523,29.2803,24.4070,27.4463,34.1516,16.9050
ENSMUSG00000002227.15,Mov10,327.6,326,429.3333333,294.6666667,-0.0071,-0.1458,-0.5430,0.3902,161.6471,41.9047,87.5233,182.0833,72.2908,18.7403,50.5316,105.1259
ENSMUSG00000002233.13,Rhoc,130.2,145.2,167.6666667,134,0.1573,-0.1158,-0.3234,0.3649,66.6011,25.9365,41.6813,77.3822,29.7849,11.5991,24.0647,44.6766
ENSMUSG00000002250.16,Ppard,65,54,76,101,-0.2675,0.9033,0.4103,0.2256,23.2916,20.1618,21.7945,42.4617,10.4163,9.0167,12.5831,24.5153
ENSMUSG00000002257.8,Def6,227,277.6,266.3333333,267,0.2903,-0.0562,0.0036,0.2305,140.0732,52.1805,104.6391,116.0733,62.6426,23.3358,60.4134,67.0149
ENSMUSG00000002265.17,Peg3,114.6,12.6,6,34,-3.1851,1.4321,2.5025,-4.2555,212.5683,9.9900,10.3923,24.8797,95.0635,4.4677,6.0000,14.3643
ENSMUSG00000002274.13,Metrn,16.2,31.4,32.33333333,25.33333333,0.9548,-0.3097,-0.3520,0.9970,10.3053,13.7222,5.5076,17.9258,4.6087,6.1368,3.1798,10.3494
ENSMUSG00000002279.19,Lmf1,681.2,954.4,960.6666667,694,0.4865,-0.4597,-0.4691,0.4960,442.3649,175.4161,232.7259,392.5086,197.8316,78.4485,134.3643,226.6149
ENSMUSG00000002280.11,Ciao3,620.8,775,812,599,0.3201,-0.3716,-0.4389,0.3874,291.4467,119.8019,212.5441,201.7994,130.3389,53.5770,122.7124,116.5089
ENSMUSG00000002297.16,Dbf4,33.6,60.6,54.33333333,24.66666667,0.8509,-1.2968,-1.1393,0.6934,20.8998,18.9552,32.3161,19.5533,9.3467,8.4770,18.6577,11.2891
ENSMUSG00000002307.16,Daxx,312,333.8,402,232,0.0974,-0.5249,-0.7931,0.3656,168.9186,91.3712,187.3846,156.7897,75.5427,40.8625,108.1866,90.5226
ENSMUSG00000002308.16,Cd320,284,408.8,347.6666667,240,0.5255,-0.7684,-0.5347,0.2918,158.0838,59.8139,36.6924,151.2481,70.6972,26.7496,21.1844,87.3232
ENSMUSG00000002319.16,Ipo4,358.6,293.2,246.6666667,267.6666667,-0.2905,-0.1314,0.1179,-0.5398,212.7071,99.8434,77.2679,137.5003,95.1255,44.6513,44.6107,79.3858
ENSMUSG00000002320.15,Tm9sf1,1395.2,1528.8,1482.333333,1164.333333,0.1319,-0.3929,-0.3484,0.0874,912.5320,349.5078,326.7435,867.1945,408.0967,156.3046,188.6455,500.6750
ENSMUSG00000002325.15,Irf9,1830.2,1881.6,1975.666667,1151,0.0400,-0.7091,-0.7795,0.1103,916.3772,460.9038,337.6542,680.8840,409.8163,206.1224,194.9447,393.1086
ENSMUSG00000002326.6,Gmpr2,1688,2131.8,2432.333333,1575,0.3368,-0.4367,-0.6270,0.5270,844.9038,215.1248,531.4446,781.0205,377.8525,96.2068,306.8297,450.9224
ENSMUSG00000002329.7,Mdp1,1032.8,1288.8,1682.333333,1074.333333,0.3195,-0.2626,-0.6470,0.7039,438.3135,56.2157,254.1601,457.9436,196.0197,25.1404,146.7394,264.3939
ENSMUSG00000002332.16,Dhrs1,767.4,992.6,882,647,0.3712,-0.6174,-0.4470,0.2008,370.9263,149.7959,99.1413,281.7943,165.8833,66.9907,57.2393,162.6940
ENSMUSG00000002342.17,Tmem161a,452.4,474.4,540.3333333,307.3333333,0.0685,-0.6263,-0.8140,0.2563,287.8946,197.5065,95.8662,217.9916,128.7504,88.3276,55.3484,125.8575
ENSMUSG00000002343.11,Armc6,86,110.4,75.66666667,95.66666667,0.3603,-0.2067,0.3384,-0.1847,63.8710,22.7662,12.3423,64.6091,28.5640,10.1814,7.1259,37.3021
ENSMUSG00000002345.18,Borcs8,192.8,214.6,211.3333333,308,0.1545,0.5213,0.5434,0.1324,21.8449,33.2911,36.6106,86.5043,9.7693,14.8883,21.1371,49.9433
ENSMUSG00000002365.10,Snx9,225.2,253.4,216,163,0.1702,-0.6365,-0.4062,-0.0602,130.0604,43.5236,44.0341,94.5040,58.1648,19.4643,25.4231,54.5619
ENSMUSG00000002372.9,Ranbp3,802.2,804.2,854.3333333,637.3333333,0.0036,-0.3355,-0.4228,0.0908,406.0255,150.9096,121.9891,377.0972,181.5801,67.4888,70.4304,217.7172
ENSMUSG00000002379.7,Ndufa11,1863,1330.2,1421,2260.333333,-0.4860,0.7649,0.6696,-0.3907,1655.2818,302.2411,239.6331,1446.6798,740.2645,135.1663,138.3522,835.2409
ENSMUSG00000002393.14,Nr2f6,250,306.2,255,139.6666667,0.2925,-1.1325,-0.8685,0.0286,130.2229,92.3943,71.5472,120.0930,58.2374,41.3200,41.3078,69.3357
ENSMUSG00000002395.14,Use1,919.2,1386,1926.666667,1610,0.5925,0.2161,-0.2590,1.0677,384.9568,371.3536,444.5046,599.6574,172.1579,166.0744,256.6348,346.2124
ENSMUSG00000002396.8,Ocel1,234.6,289.4,313.6666667,237,0.3029,-0.2882,-0.4043,0.4190,98.5409,16.7869,77.2938,140.5667,44.0688,7.5073,44.6256,81.1562
ENSMUSG00000002409.18,Dyrk1b,86.8,101.4,77,79.66666667,0.2243,-0.3480,0.0491,-0.1728,63.3340,16.9204,23.6432,52.2717,28.3238,7.5670,13.6504,30.1791
ENSMUSG00000002413.15,Braf,74,66.6,79,46.33333333,-0.1520,-0.5235,-0.7698,0.0943,23.4094,6.3087,32.1870,12.5831,10.4690,2.8213,18.5831,7.2648
ENSMUSG00000002416.13,Ndufb2,833.8,598.4,643.6666667,1367,-0.4786,1.1918,1.0866,-0.3734,812.9841,170.4913,258.9543,1106.7633,363.5776,76.2460,149.5073,638.9901
ENSMUSG00000002428.12,Hltf,150.8,201.8,229,225,0.4203,0.1570,-0.0254,0.6027,64.3910,37.2787,28.8271,81.9085,28.7965,16.6715,16.6433,47.2899
ENSMUSG00000002455.14,Prpf6,509.4,468.8,392.3333333,394,-0.1198,-0.2508,0.0061,-0.3767,176.2166,80.5183,85.5239,181.7498,78.8065,36.0089,49.3772,104.9333
ENSMUSG00000002458.13,Rgs19,2666.4,3599.8,3398.666667,2226,0.4330,-0.6935,-0.6105,0.3501,1414.9356,267.9519,397.5743,1090.5462,632.7784,119.8317,229.5396,629.6271
ENSMUSG00000002475.16,Abhd3,67.4,105.8,111.3333333,75.66666667,0.6505,-0.4836,-0.5572,0.7241,41.3618,17.7961,40.0167,39.5517,18.4976,7.9586,23.1036,22.8352
ENSMUSG00000002477.5,Snrpd1,645.6,652.6,524,736.3333333,0.0156,0.1742,0.4908,-0.3011,319.5814,163.3212,120.0167,343.9482,142.9212,73.0394,69.2917,198.5786
ENSMUSG00000002486.15,Tchp,259,219,306.6666667,299.6666667,-0.2420,0.4524,-0.0333,0.2437,39.8434,57.0482,96.7953,94.0018,17.8185,25.5127,55.8848,54.2719
ENSMUSG00000002489.16,Tiam1,38.8,22.4,21.66666667,8.333333333,-0.7926,-1.4265,-1.3785,-0.8406,24.8334,9.2087,8.1445,8.0208,11.1059,4.1183,4.7022,4.6308
ENSMUSG00000002496.10,Tsc2,369.8,401.6,375,285.6666667,0.1190,-0.4914,-0.3926,0.0201,131.6765,85.0371,128.1366,121.5826,58.8875,38.0297,73.9797,70.1958
ENSMUSG00000002524.17,Puf60,1456.2,1883.2,1959,1389,0.3710,-0.4391,-0.4961,0.4279,707.4470,297.6444,289.5117,551.8813,316.3799,133.1106,167.1496,318.6288
ENSMUSG00000002546.17,Golga2,228,207.4,218,215.6666667,-0.1366,0.0564,-0.0155,-0.0647,117.5479,54.8571,39.0000,203.9248,52.5690,24.5328,22.5167,117.7361
ENSMUSG00000002550.16,Uck1,605.2,672.8,727.6666667,486,0.1528,-0.4692,-0.5823,0.2659,363.7206,132.9613,175.1694,427.8142,162.6608,59.4621,101.1341,246.9987
ENSMUSG00000002580.7,Mien1,621.8,871.2,948.3333333,950.6666667,0.4866,0.1259,0.0035,0.6089,82.8263,218.3465,101.4364,368.8771,37.0411,97.6475,58.5643,212.9713
ENSMUSG00000002602.16,Axl,1491.2,929.2,3153.666667,2849,-0.6824,1.6164,-0.1466,1.0806,948.0143,289.5042,857.9798,1011.8266,423.9649,129.4702,495.3549,584.1783
ENSMUSG00000002603.15,Tgfb1,383.8,465.2,413,327.3333333,0.2775,-0.5071,-0.3354,0.1058,107.8504,49.7464,61.2209,77.5263,48.2321,22.2472,35.3459,44.7599
